level,category,word,kana,romaji,pos,meaning_zh,example,example_zh
N5,時間與日期,時々,ときどき,tokidoki,副,有時；偶爾,時々（ときどき）映画（えいが）を見（み）ます。,偶爾看電影。
N5,時間與日期,曜日,ようび,yōbi,名,星期,今日（きょう）は何曜日（なんようび）ですか。,今天星期幾？
N5,時間與日期,何時,なんじ,nanji,疑,幾點,授業（じゅぎょう）は何時（なんじ）からですか。,課從幾點開始？
N5,時間與日期,何日,なんにち,nannichi,疑,幾號；幾天,夏休（なつやす）みは何日（なんにち）ありますか。,暑假有幾天？
N5,時間與日期,いつ,いつ,itsu,疑,什麼時候,いつ日本（にほん）へ行（い）きますか。,什麼時候去日本？
N5,家族與人,家族,かぞく,kazoku,名,家人；家庭,私（わたし）の家族（かぞく）は四人（よにん）です。,我家有四個人。
N5,家族與人,父,ちち,chichi,名,（我）父親,父（ちち）は会社員（かいしゃいん）です。,我爸爸是上班族。
N5,家族與人,母,はは,haha,名,（我）母親,母（はは）は料理（りょうり）が上手（じょうず）です。,我媽媽很會做菜。
N5,家族與人,お父さん,おとうさん,otōsan,名,父親（敬稱）,お父（とう）さんはどこですか。,爸爸在哪裡？
N5,家族與人,お母さん,おかあさん,okāsan,名,母親（敬稱）,お母（かあ）さんは優（やさ）しいです。,媽媽很溫柔。
N5,家族與人,兄,あに,ani,名,（我）哥哥,兄（あに）は大学生（だいがくせい）です。,我哥哥是大學生。
N5,家族與人,姉,あね,ane,名,（我）姊姊,姉（あね）は東京（とうきょう）に住（す）んでいます。,我姊姊住在東京。
N5,家族與人,弟,おとうと,otōto,名,弟弟,弟（おとうと）はサッカーが好（す）きです。,弟弟喜歡足球。
N5,家族與人,妹,いもうと,imōto,名,妹妹,妹（いもうと）は高校生（こうこうせい）です。,妹妹是高中生。
N5,家族與人,お兄さん,おにいさん,onīsan,名,哥哥（敬稱）,あなたのお兄（にい）さんは何歳（なんさい）ですか。,你哥哥幾歲？
N5,家族與人,お姉さん,おねえさん,onēsan,名,姊姊（敬稱）,お姉（ねえ）さんはきれいです。,姊姊很漂亮。
N5,家族與人,両親,りょうしん,ryōshin,名,父母；雙親,両親（りょうしん）は元気（げんき）です。,父母很健康。
N5,家族與人,兄弟,きょうだい,kyōdai,名,兄弟姊妹,兄弟（きょうだい）が三人（さんにん）います。,有三個兄弟姊妹。
N5,家族與人,おじいさん,おじいさん,ojīsan,名,爺爺；老爺爺,おじいさんは八十歳（はちじゅっさい）です。,爺爺八十歲。
N5,家族與人,おばあさん,おばあさん,obāsan,名,奶奶；老奶奶,おばあさんは庭（にわ）にいます。,奶奶在院子裡。
N5,家族與人,おじさん,おじさん,ojisan,名,叔叔；伯伯,おじさんは医者（いしゃ）です。,叔叔是醫生。
N5,家族與人,おばさん,おばさん,obasan,名,阿姨；伯母,おばさんは親切（しんせつ）です。,阿姨很親切。
N5,家族與人,子ども,こども,kodomo,名,小孩,公園（こうえん）に子（こ）どもがいます。,公園裡有小孩。
N5,家族與人,男,おとこ,otoko,名,男；男性,あの男（おとこ）の人（ひと）は先生（せんせい）です。,那個男人是老師。
N5,家族與人,女,おんな,onna,名,女；女性,あの女（おんな）の人（ひと）は医者（いしゃ）です。,那個女人是醫生。
N5,家族與人,男の子,おとこのこ,otoko no ko,名,男孩,男（おとこ）の子（こ）が泣（な）いています。,男孩在哭。
N5,家族與人,女の子,おんなのこ,onna no ko,名,女孩,女（おんな）の子（こ）が歌（うた）っています。,女孩在唱歌。
N5,家族與人,男の人,おとこのひと,otoko no hito,名,男人,男（おとこ）の人（ひと）が立（た）っています。,有個男人站著。
N5,家族與人,女の人,おんなのひと,onna no hito,名,女人,女（おんな）の人（ひと）が座（すわ）っています。,有個女人坐著。
N5,家族與人,人,ひと,hito,名,人,あの人（ひと）は誰（だれ）ですか。,那個人是誰？
N5,家族與人,大人,おとな,otona,名,大人；成人,大人（おとな）の切符（きっぷ）を一枚（いちまい）ください。,請給我一張成人票。
N5,家族與人,友達,ともだち,tomodachi,名,朋友,友達（ともだち）と映画（えいが）を見（み）ました。,和朋友看了電影。
N5,家族與人,皆さん,みなさん,minasan,名,大家；各位,皆（みな）さん、こんにちは。,大家好。
N5,家族與人,みんな,みんな,minna,名,大家；全部,みんなで写真（しゃしん）を撮（と）りました。,大家一起拍了照。
N5,家族與人,私,わたし,watashi,代,我,私（わたし）は学生（がくせい）です。,我是學生。
N5,家族與人,僕,ぼく,boku,代,我（男性自稱）,僕（ぼく）はサッカーが好（す）きです。,我喜歡足球。
N5,家族與人,あなた,あなた,anata,代,你,あなたの名前（なまえ）は何（なん）ですか。,你叫什麼名字？
N5,家族與人,先生,せんせい,sensei,名,老師,田中（たなか）先生（せんせい）は親切（しんせつ）です。,田中老師很親切。
N5,家族與人,学生,がくせい,gakusei,名,學生,私（わたし）は大学（だいがく）の学生（がくせい）です。,我是大學生。
N5,家族與人,生徒,せいと,seito,名,學生（中小學）,この教室（きょうしつ）に生徒（せいと）が三十人（さんじゅうにん）います。,這間教室裡有三十個學生。
N5,家族與人,医者,いしゃ,isha,名,醫生,兄（あに）は医者（いしゃ）になりました。,哥哥成為了醫生。
N5,家族與人,外国人,がいこくじん,gaikokujin,名,外國人,この会社（かいしゃ）に外国人（がいこくじん）が多（おお）いです。,這間公司外國人很多。
N5,家族與人,名前,なまえ,namae,名,名字,ここに名前（なまえ）を書（か）いてください。,請在這裡寫名字。
N5,家族與人,娘,むすめ,musume,名,女兒,娘（むすめ）は五歳（ごさい）です。,女兒五歲。
N5,家族與人,息子,むすこ,musuko,名,兒子,息子（むすこ）は中学生（ちゅうがくせい）です。,兒子是國中生。
N5,家族與人,自分,じぶん,jibun,代,自己,自分（じぶん）でご飯（はん）を作（つく）ります。,自己做飯。
N5,家族與人,彼,かれ,kare,代,他；男朋友,彼（かれ）は先生（せんせい）です。,他是老師。
N5,家族與人,彼女,かのじょ,kanojo,代,她；女朋友,彼女（かのじょ）は学生（がくせい）です。,她是學生。
N5,家族與人,〜さん,さん,san,名,〜先生／小姐,山田（やまだ）さんは会社員（かいしゃいん）です。,山田先生是上班族。
N5,食物與飲料,ご飯,ごはん,gohan,名,飯,毎日（まいにち）ご飯（はん）を食（た）べます。,每天吃飯。
N5,食物與飲料,朝ご飯,あさごはん,asagohan,名,早餐,朝（あさ）ご飯（はん）はパンです。,早餐是麵包。
N5,食物與飲料,昼ご飯,ひるごはん,hirugohan,名,午餐,昼（ひる）ご飯（はん）を食（た）べましたか。,你吃午餐了嗎？
N5,食物與飲料,晩ご飯,ばんごはん,bangohan,名,晚餐,晩（ばん）ご飯（はん）は魚（さかな）です。,晚餐是魚。
N5,食物與飲料,食べ物,たべもの,tabemono,名,食物,好（す）きな食（た）べ物（もの）は寿司（すし）です。,喜歡的食物是壽司。
N5,食物與飲料,飲み物,のみもの,nomimono,名,飲料,冷（つめ）たい飲（の）み物（もの）が欲（ほ）しいです。,想要冷飲。
N5,食物與飲料,水,みず,mizu,名,水,水（みず）を飲（の）みます。,喝水。
N5,食物與飲料,お茶,おちゃ,ocha,名,茶,お茶（ちゃ）を飲（の）みませんか。,要不要喝茶？
N5,食物與飲料,紅茶,こうちゃ,kōcha,名,紅茶,紅茶（こうちゃ）が好（す）きです。,喜歡紅茶。
N5,食物與飲料,コーヒー,コーヒー,kōhī,名,咖啡,コーヒーを一杯（いっぱい）飲（の）みました。,喝了一杯咖啡。
N5,食物與飲料,牛乳,ぎゅうにゅう,gyūnyū,名,牛奶,毎朝（まいあさ）牛乳（ぎゅうにゅう）を飲（の）みます。,每天早上喝牛奶。
N5,食物與飲料,ジュース,ジュース,jūsu,名,果汁,ジュースを買（か）います。,買果汁。
N5,食物與飲料,お酒,おさけ,osake,名,酒,お酒（さけ）は飲（の）みません。,不喝酒。
N5,食物與飲料,ビール,ビール,bīru,名,啤酒,ビールを二本（にほん）ください。,請給我兩瓶啤酒。
N5,食物與飲料,肉,にく,niku,名,肉,肉（にく）を食（た）べます。,吃肉。
N5,食物與飲料,牛肉,ぎゅうにく,gyūniku,名,牛肉,牛肉（ぎゅうにく）を買（か）いました。,買了牛肉。
N5,食物與飲料,豚肉,ぶたにく,butaniku,名,豬肉,豚肉（ぶたにく）は安（やす）いです。,豬肉很便宜。
N5,食物與飲料,鶏肉,とりにく,toriniku,名,雞肉,鶏肉（とりにく）が好（す）きです。,喜歡雞肉。
N5,食物與飲料,魚,さかな,sakana,名,魚,魚（さかな）を焼（や）きます。,烤魚。
N5,食物與飲料,卵,たまご,tamago,名,蛋,卵（たまご）を二個（にこ）食（た）べました。,吃了兩顆蛋。
N5,食物與飲料,野菜,やさい,yasai,名,蔬菜,野菜（やさい）をたくさん食（た）べます。,吃很多蔬菜。
N5,食物與飲料,果物,くだもの,kudamono,名,水果,果物（くだもの）が好（す）きです。,喜歡水果。
N5,食物與飲料,りんご,りんご,ringo,名,蘋果,りんごを一（ひと）つください。,請給我一顆蘋果。
N5,食物與飲料,みかん,みかん,mikan,名,橘子,みかんは甘（あま）いです。,橘子很甜。
N5,食物與飲料,バナナ,バナナ,banana,名,香蕉,バナナを食（た）べます。,吃香蕉。
N5,食物與飲料,パン,パン,pan,名,麵包,朝（あさ）はパンを食（た）べます。,早上吃麵包。
N5,食物與飲料,バター,バター,batā,名,奶油,パンにバターを塗（ぬ）ります。,在麵包上塗奶油。
N5,食物與飲料,砂糖,さとう,satō,名,糖,コーヒーに砂糖（さとう）を入（い）れます。,在咖啡裡加糖。
N5,食物與飲料,塩,しお,shio,名,鹽,塩（しお）を少（すこ）し入（い）れます。,加一點鹽。
N5,食物與飲料,醤油,しょうゆ,shōyu,名,醬油,魚（さかな）に醤油（しょうゆ）をかけます。,在魚上淋醬油。
N5,食物與飲料,カレー,カレー,karē,名,咖哩,今夜（こんや）はカレーを作（つく）ります。,今晚做咖哩。
N5,食物與飲料,ラーメン,ラーメン,rāmen,名,拉麵,ラーメンを食（た）べに行（い）きます。,去吃拉麵。
N5,食物與飲料,料理,りょうり,ryōri,名,菜餚；料理,母（はは）は料理（りょうり）が上手（じょうず）です。,媽媽很會做菜。
N5,食物與飲料,お菓子,おかし,okashi,名,點心；零食,お菓子（かし）を食（た）べすぎました。,吃太多零食了。
N5,食物與飲料,飴,あめ,ame,名,糖果,子供（こども）に飴（あめ）をあげます。,給小孩糖果。
N5,食物與飲料,チョコレート,チョコレート,chokorēto,名,巧克力,チョコレートが大好（だいす）きです。,最喜歡巧克力。
N5,食物與飲料,アイスクリーム,アイスクリーム,aisukurīmu,名,冰淇淋,夏（なつ）はアイスクリームを食（た）べます。,夏天吃冰淇淋。
N5,食物與飲料,弁当,べんとう,bentō,名,便當,弁当（べんとう）を持（も）って行（い）きます。,帶便當去。
N5,食物與飲料,味,あじ,aji,名,味道,この料理（りょうり）は味（あじ）が薄（うす）いです。,這道菜味道很淡。
N5,食物與飲料,メニュー,メニュー,menyū,名,菜單,メニューを見（み）せてください。,請給我看菜單。
N5,食物與飲料,寿司,すし,sushi,名,壽司,寿司（すし）を食（た）べたいです。,想吃壽司。
N5,食物與飲料,天ぷら,てんぷら,tenpura,名,天婦羅,天（てん）ぷらはおいしいです。,天婦羅很好吃。
N5,食物與飲料,そば,そば,soba,名,蕎麥麵,昼（ひる）にそばを食（た）べました。,中午吃了蕎麥麵。
N5,食物與飲料,ワイン,ワイン,wain,名,葡萄酒,赤（あか）ワインを飲（の）みます。,喝紅酒。
N5,食物與飲料,スープ,スープ,sūpu,名,湯,温（あたた）かいスープを飲（の）みます。,喝熱湯。
N5,食物與飲料,サラダ,サラダ,sarada,名,沙拉,野菜（やさい）サラダを作（つく）ります。,做蔬菜沙拉。
N5,食物與飲料,ケーキ,ケーキ,kēki,名,蛋糕,誕生日（たんじょうび）にケーキを食（た）べます。,生日吃蛋糕。
N5,食物與飲料,お湯,おゆ,oyu,名,熱水；開水,お湯（ゆ）でお茶（ちゃ）を入（い）れます。,用熱水泡茶。
N5,食物與飲料,おにぎり,おにぎり,onigiri,名,飯糰,おにぎりを二（ふた）つ買（か）いました。,買了兩個飯糰。
N5,食物與飲料,ハム,ハム,hamu,名,火腿,ハムサンドを食（た）べます。,吃火腿三明治。
N5,身體與健康,体,からだ,karada,名,身體,祖父（そふ）は体（からだ）が丈夫（じょうぶ）です。,祖父身體很健壯。
N5,身體與健康,頭,あたま,atama,名,頭,頭（あたま）が痛（いた）いです。,頭痛。
N5,身體與健康,顔,かお,kao,名,臉,朝（あさ）顔（かお）を洗（あら）います。,早上洗臉。
N5,身體與健康,目,め,me,名,眼睛,妹（いもうと）は目（め）が大（おお）きいです。,妹妹眼睛很大。
N5,身體與健康,耳,みみ,mimi,名,耳朵,耳（みみ）が痛（いた）いです。,耳朵痛。
N5,身體與健康,鼻,はな,hana,名,鼻子,鼻（はな）が高（たか）いです。,鼻子很挺。
N5,身體與健康,口,くち,kuchi,名,嘴巴,口（くち）を大（おお）きく開（あ）けます。,把嘴張大。
N5,身體與健康,歯,は,ha,名,牙齒,毎日（まいにち）歯（は）を磨（みが）きます。,每天刷牙。
N5,身體與健康,手,て,te,名,手,手（て）を洗（あら）ってください。,請洗手。
N5,身體與健康,足,あし,ashi,名,腳,足（あし）が痛（いた）いです。,腳痛。
N5,身體與健康,お腹,おなか,onaka,名,肚子,お腹（なか）が空（す）きました。,肚子餓了。
N5,身體與健康,背,せ,se,名,身高；背,兄（あに）は背（せ）が高（たか）いです。,哥哥個子很高。
N5,身體與健康,声,こえ,koe,名,聲音,大（おお）きな声（こえ）で話（はな）します。,大聲說話。
N5,身體與健康,病気,びょうき,byōki,名,生病；疾病,病気（びょうき）で学校（がっこう）を休（やす）みます。,因病請假不上學。
N5,身體與健康,風邪,かぜ,kaze,名,感冒,風邪（かぜ）を引（ひ）きました。,感冒了。
N5,身體與健康,薬,くすり,kusuri,名,藥,薬（くすり）を飲（の）みます。,吃藥。
N5,身體與健康,熱,ねつ,netsu,名,發燒；熱度,今日（きょう）は熱（ねつ）があります。,今天發燒了。
N5,身體與健康,病院,びょういん,byōin,名,醫院,病院（びょういん）へ行（い）きます。,去醫院。
N5,身體與健康,元気,げんき,genki,な形,有精神；健康,母（はは）はとても元気（げんき）です。,母親很有精神。
N5,身體與健康,痛い,いたい,itai,い形,痛的,お腹（なか）が痛（いた）いです。,肚子痛。
N5,身體與健康,指,ゆび,yubi,名,手指,彼女（かのじょ）は指（ゆび）が長（なが）いです。,她手指很長。
N5,衣物與隨身物品,服,ふく,fuku,名,衣服,新（あたら）しい服（ふく）を買（か）いました。,買了新衣服。
N5,衣物與隨身物品,洋服,ようふく,yōfuku,名,西式服裝,洋服（ようふく）を着（き）ます。,穿西式服裝。
N5,衣物與隨身物品,シャツ,シャツ,shatsu,名,襯衫,白（しろ）いシャツを着（き）ます。,穿白襯衫。
N5,衣物與隨身物品,ワイシャツ,ワイシャツ,waishatsu,名,白襯衫（西裝襯衫）,ワイシャツにネクタイをします。,襯衫配上領帶。
N5,衣物與隨身物品,セーター,セーター,sētā,名,毛衣,暖（あたた）かいセーターを着（き）ます。,穿溫暖的毛衣。
N5,衣物與隨身物品,コート,コート,kōto,名,大衣,冬（ふゆ）はコートを着（き）ます。,冬天穿大衣。
N5,衣物與隨身物品,上着,うわぎ,uwagi,名,外套；上衣,暑（あつ）いので上着（うわぎ）を脱（ぬ）ぎます。,因為很熱所以脫外套。
N5,衣物與隨身物品,ズボン,ズボン,zubon,名,褲子,黒（くろ）いズボンをはきます。,穿黑褲子。
N5,衣物與隨身物品,スカート,スカート,sukāto,名,裙子,赤（あか）いスカートをはきます。,穿紅裙子。
N5,衣物與隨身物品,帽子,ぼうし,bōshi,名,帽子,帽子（ぼうし）をかぶります。,戴帽子。
N5,衣物與隨身物品,靴,くつ,kutsu,名,鞋子,新（あたら）しい靴（くつ）をはきます。,穿新鞋子。
N5,衣物與隨身物品,靴下,くつした,kutsushita,名,襪子,靴下（くつした）を洗（あら）います。,洗襪子。
N5,衣物與隨身物品,スリッパ,スリッパ,surippa,名,拖鞋,スリッパをはいてください。,請穿拖鞋。
N5,衣物與隨身物品,眼鏡,めがね,megane,名,眼鏡,眼鏡（めがね）をかけます。,戴眼鏡。
N5,衣物與隨身物品,傘,かさ,kasa,名,傘,傘（かさ）を持（も）って行（い）きます。,帶傘去。
